character,scenario_key,scenario_title,trial_index,session_id,turns,judge_key,judge_model,roleplayer_model,mae,parse_ok,truth_Openness,pred_Openness,conf_Openness,abserr_Openness,truth_Conscientiousness,pred_Conscientiousness,conf_Conscientiousness,abserr_Conscientiousness,truth_Extraversion,pred_Extraversion,conf_Extraversion,abserr_Extraversion,truth_Agreeableness,pred_Agreeableness,conf_Agreeableness,abserr_Agreeableness,truth_Neuroticism,pred_Neuroticism,conf_Neuroticism,abserr_Neuroticism
Harry Potter,grave_news,The Grave News,3,33e15cce6205,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,3,2,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,0,f17c65a7a5c6,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,3,4,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,5,0.8611,1,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,9983c087c28a,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,3,4,0.5,1,2,5,0.5588000000000001,3,3,2,0.5405,1,4,5,0.8611,1,4,3,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,1,b64340939b29,20,gemini,gemini-2.5-flash,charglm-4,,False,3,,0.5,,2,,0.5588000000000001,,3,,0.5405,,4,,0.8611,,4,,0.6,
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,2,85d122581d37,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,3,2,0.5,1,2,3,0.5588000000000001,1,3,1,0.5405,2,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,3,35248e3340e5,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,3,4,0.5,1,2,5,0.5588000000000001,3,3,4,0.5405,1,4,4,0.8611,0,4,3,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,26ac99793733,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,3,5,0.5,2,2,5,0.5588000000000001,3,3,3,0.5405,0,4,5,0.8611,1,4,4,0.6,0
Harry Potter,peer_confrontation,The Peer Confrontation,0,5f64b6c60cc8,20,gemini,gemini-2.5-flash,charglm-4,,False,3,,0.5,,2,,0.5588000000000001,,3,,0.5405,,4,,0.8611,,4,,0.6,
Harry Potter,peer_confrontation,The Peer Confrontation,1,9edf79ff18ed,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,3,4,0.5,1,2,2,0.5588000000000001,0,3,4,0.5405,1,4,5,0.8611,1,4,3,0.6,1
Harry Potter,peer_confrontation,The Peer Confrontation,2,915c898b0188,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,3,4,0.5,1,2,3,0.5588000000000001,1,3,3,0.5405,0,4,5,0.8611,1,4,1,0.6,3
Harry Potter,peer_confrontation,The Peer Confrontation,3,7890390e22a3,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,3,4,0.5,1,2,1,0.5588000000000001,1,3,4,0.5405,1,4,5,0.8611,1,4,4,0.6,0
Harry Potter,peer_confrontation,The Peer Confrontation,0,ec2d4287db61,20,gemini,gemini-2.5-flash,charglm-4,1.6,True,3,5,0.5,2,2,1,0.5588000000000001,1,3,4,0.5405,1,4,5,0.8611,1,4,1,0.6,3
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,87aa1bc274d6,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,5,0.6757,2,3,2,0.3846,1,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,1,54d6c7b7df52,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,5,0.6585,1,3,5,0.6757,2,3,4,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,2,d9bade58f0cb,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,4,0.6585,0,3,5,0.6757,2,3,2,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,3,803f9c769a1f,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,5,0.6585,1,3,5,0.6757,2,3,2,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,0f7e456ae62d,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,5,0.6585,1,3,5,0.6757,2,3,4,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,0,6be03cd5887b,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,1,51ca3d805e86,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,2,26b73d621c82,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,3,b922938c7a07,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.6585,0,3,4,0.6757,1,3,2,0.3846,1,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,0,efd7723897c4,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,defective_purchase,The Defective Purchase,0,9024c112cc9d,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,1,0.4146,2,3,4,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,1,291f7941759f,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,1,0.4146,2,3,4,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,2,661c66992712,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,2,0.4146,1,3,1,0.5789,2
Karl Marx,defective_purchase,The Defective Purchase,0,137abb08e959,20,gemini,gemini-2.5-flash,charglm-4,1.6,True,4,2,0.6585,2,3,5,0.6757,2,3,4,0.3846,1,3,1,0.4146,2,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,0,86ef5753a9a5,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,grave_news,The Grave News,1,707017baaead,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,2,4205d4fb8604,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.6585,0,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,grave_news,The Grave News,3,6fcb957ecf45,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.6585,0,3,5,0.6757,2,3,2,0.3846,1,3,3,0.4146,0,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,0,2129e92c23df,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,b508773bd396,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,1,80596360cb97,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,4,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,2,11f15fc8f745,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,5,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,3,396070ee9587,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,5,0.6757,2,3,2,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,4a846d255801,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,5,0.6585,1,3,5,0.6757,2,3,3,0.3846,0,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,0,975dc9f1e565,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,5,0.6585,1,3,1,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,1,6160220c4af9,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,5,0.6585,1,3,1,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,2,13750bbd2f7d,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,1,0.6757,2,3,4,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,3,fd97cba47cc8,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,1,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,peer_confrontation,The Peer Confrontation,0,0ac33a2c0e5d,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.6585,1,3,1,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,1,0.5789,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,e3fd79ba2244,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,1,c5df7979876d,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,2,be29f3ee96d5,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,3,b10648bd809e,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,179129d7ce17,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,9ce27bd3afb8,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,1,4e7adea95803,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,2,9a3d3d83d6bb,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,3,0.55,1,3,4,1.0,1,5,1,0.6078,4,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,3,f03ea9735cf8,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.55,0,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,f32423a28b47,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,1,c6b62f87f848,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,5,0.55,1,3,4,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,2,0d3e3e37f2a3,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,4,0.55,0,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,defective_purchase,The Defective Purchase,3,20af3b4d0bd0,20,gemini,gemini-2.5-flash,charglm-4,1.6,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,defective_purchase,The Defective Purchase,0,3bd89f34fb2e,20,gemini,gemini-2.5-flash,charglm-4,1.6,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,grave_news,The Grave News,0,520f46662ffc,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,3,0.55,1,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,grave_news,The Grave News,1,a688d0b0b587,20,gemini,gemini-2.5-flash,charglm-4,,False,4,,0.55,,3,,1.0,,5,,0.6078,,5,,0.7659999999999999,,3,,0.6585,
Mitsuri Kanroji,grave_news,The Grave News,2,2fcd0391627a,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,3,0.55,1,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,grave_news,The Grave News,3,cf9ccbc6a8d7,20,gemini,gemini-2.5-flash,charglm-4,,False,4,,0.55,,3,,1.0,,5,,0.6078,,5,,0.7659999999999999,,3,,0.6585,
Mitsuri Kanroji,grave_news,The Grave News,0,89138cda4171,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,3,0.55,1,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,0,aa5b858c49ce,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,4,0.55,0,3,4,1.0,1,5,1,0.6078,4,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,1,32e8b0cc0554,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.55,0,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,2,98df45eb0609,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,5,0.55,1,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,3,2db157f307da,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,4,0.55,0,3,5,1.0,2,5,2,0.6078,3,5,4,0.7659999999999999,1,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,c7575b32e3e0,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.55,2,3,1,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,1,51ee17c814f8,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.55,2,3,2,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,2,0d60982fcb1e,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.55,2,3,1,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,3,f5ccd2a64346,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.55,2,3,1,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,22d35acae078,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.55,2,3,1,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,610312080e70,20,gemini,gemini-2.5-flash,charglm-4,1.8,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,4,0.5832999999999999,2,2,1,0.6522,1,4,2,0.6818000000000001,2
Severus Snape,apprentice_confusion,The Apprentice's Confusion,1,fbaa05f56b8c,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,apprentice_confusion,The Apprentice's Confusion,2,83e09125f772,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,apprentice_confusion,The Apprentice's Confusion,3,4ab08e947d21,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,2,0.6818000000000001,2
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,deea7d9a6319,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,0,64db0e284a76,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,1,7e2e417b6775,20,gemini,gemini-2.5-flash,charglm-4,1.4,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,2,0.6818000000000001,2
Severus Snape,authority_confrontation,The Authority Confrontation,2,0de194cdcc00,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,3,8333875bf3c9,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,0,0e5d589e85e8,20,gemini,gemini-2.5-flash,charglm-4,,False,4,,0.5417000000000001,,4,,0.7273000000000001,,2,,0.5832999999999999,,2,,0.6522,,4,,0.6818000000000001,
Severus Snape,defective_purchase,The Defective Purchase,0,48913e2e94e7,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,1,3cc9cca5fe31,20,gemini,gemini-2.5-flash,charglm-4,0.4,True,4,3,0.5417000000000001,1,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,2,47b025a39796,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,3,2f69ec969318,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,0,c2ee0081ebfd,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,0,e84fcf31d14e,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,5,0.5417000000000001,1,4,4,0.7273000000000001,0,2,5,0.5832999999999999,3,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,1,563958ea02f6,20,gemini,gemini-2.5-flash,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,2,bae54f966c66,20,gemini,gemini-2.5-flash,charglm-4,1.2,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,2,0.6522,0,4,2,0.6818000000000001,2
Severus Snape,grave_news,The Grave News,3,f7a99978ee85,20,gemini,gemini-2.5-flash,charglm-4,0.2,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,0,faf9823f2e8f,20,gemini,gemini-2.5-flash,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,high_stakes_evaluation,The High-Stakes Evaluation,0,791abda8c759,20,gemini,gemini-2.5-flash,charglm-4,0.4,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,3,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,high_stakes_evaluation,The High-Stakes Evaluation,1,ce57f68c3a10,20,gemini,gemini-2.5-flash,charglm-4,0.8,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,4,0.6522,2,4,3,0.6818000000000001,1
